,,,,,,,,,,,,,,,,,,,,,,QT 2000 MPN,,QT-51 WELL MPN,
,,,,,,,Human,,Birds,,Dog,Muskrat,Ruminants,Acrobacter,Salmonella,Campylobacter,Enteroccocus ,STX1,STX2,Culture Arco,,TC Colilert ,EC Colilert,Enterolert,10 mL FC
,,,,,,,HF183,HumM2,CGO1,LeeSg,Dog3,MuBac,Rum2bac,Abutz hsp60,InvA,VD16S,Calibrator ,Shigatoxin 1,Shigatoxin 2,,,total coliforms,E. Coli,,thermotolerant colifroms
Date ,Date Sampled,Week ,Pond,Location,Sample ID,Rainfall (MM),Copies per 100 ml,,,,,,,,,,Cell Eqivalents (CCEs),,,,,,,,fecal coliforms
June 1 2017,6/1/17,Week 4,Inverness,Outfall WP26D,35450,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,623,Not tested,Not tested,,,180,<1,3,<10
June 1 2017,6/1/17,Week 4,Country Hills,Outfall WP31D,35451,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,109,No,No,,,more than 2419.6,18,6,10
June 1 2017,6/1/17,Week 4,Country Hills,Inlet WP31B,35452,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,73,No,No,,,more than 2419.6,79,8,100
June 1 2017,6/1/17,Week 4,Inverness,Outfall WP26D,35453,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,62,Not tested,Not tested,,,141,<1,7,10
June 1 2017,6/1/17,Week 4,Country Hills,Outfall WP31A,35454,0.4,not detected,not detected,not detected,not detected,7276.8,not detected,not detected,not detected,not detected,not detected,98,No,No,,,more than 2419.6,5,1,20
June 1 2017,6/1/17,Week 4,McCall_Lake,Inlet 3/4,35455,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,32,Not tested,Not tested,,,50,<1,4,<10
June 1 2017,6/1/17,Week 4,McCall_Lake,Outfall ML2,35456,0.4,17561.4,19235.4,not detected,not detected,not detected,not detected,not detected,19216.8,not detected,not detected,5704,No,No,,,more than 2419.6,219,51,350
June 1 2017,6/1/17,Week 4,Country Hills,Outfall WP31C,35457,0.4,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,265,No,No,,,more than 2419.6,42,20,10
June 5 2017,6/5/17,Week 5 ,Country Hills,Inlet WP31B,36642,0.8,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,not detected,238,No,No,,,more than 2419.6,8,20,10
June 5 2017,6/5/17,Week 5 ,Country Hills,Outfall WP31A,36643,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1992,not detected,not detected,105,No,No,,,more than 2419.6,7,7,<10
June 5 2017,6/5/17,Week 5 ,Country Hills,WP31E,36644,0.8,DNQ,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,356,No,No,,,More than 2419.6,13,23,20
June 5 2017,6/5/17,Week 5,Country Hills,Outfall WP31D,36645,0.8,not detected,DNQ,not detected,DNQ,not detected,not detected,DNQ,not detected,not detected,not detected,8041,No,No,,,more than 2419.6,326,51,>600
June 5 2017,6/5/17,Week 5,Country Hills,Outfall WP31C,36646,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,7410,not detected,not detected,610,No,Yes-CT 24,,,more than 2419.6,201,51,170
June 5 2017,6/5/17,Week 5,McCall_Lake,Outfall ML2,36647,0.8,10740,not detected,not detected,not detected,not detected,not detected,not detected,24156,not detected,not detected,28126,No,No,,,more than 2419.6,238,49,>600
June 5 2017,6/5/17,Week 5,McCall_Lake,Inlet PR60,36648,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,177,No,No,,,488,8,2,<10
June 5 2017,6/5/17,Week 5,McCall_Lake,Outfall ML1,36649,0.8,not detected,not detected,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,not detected,163,No,No,,,157,2,6,<10
June 5 2017,6/5/17,Week 5,McCall_Lake,Inlet 3/4,36650,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,189,No,No,,,435,18,16,<10
June 5 2017,6/5/17,Week 5,Inverness,Outfall WP26B,36651,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,DNQ,not detected,not detected,28,No,No,,,more than 2419.6,1,51,<10
June 5 2017,6/5/17,Week 5,Inverness,Outfalls/inlet,36652,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,42,No,No,,,more than 2419.6,1,51,>10 **
June 5 2017,6/5/17,Week 5,Inverness,Outfall WP26D,36653,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,136,No,No,,,225,5,51,10
June 5 2017,6/5/17,Week 5,Inverness,Outfall WP26C,36654,0.8,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,14,No,No,,,more than 2419.6,5,51,10
June 8 2017,6/8/17,Week 5,Country Hills,Outfall WP31C,37388,13.2,DNQ,not detected,not detected,not detected,not detected,not detected,not detected,12954,not detected,not detected,3887,No,No,,,more than 2419.6,248,83,230
June 8 2017,6/8/17,Week 5,Country Hills,Inlet WP31B,37389,13.2,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,not detected,1841,Not tested,not tested,,,more than 2419.6,<1,24,<10
June 8 2017,6/8/17,Week 5,McCall_Lake,Outfall ML2,37390,13.2,22140,3366,not detected,not detected,not detected,not detected,not detected,9528,not detected,not detected,6527,No,No,,,more than 2419.6,178,>201,170
